ID,City,City_Development_Index,Gender,Education,Major,Experience,Company_Size,Company_Type,Previous_Job,Training_Hours,Target
10326,City_No_103,0.92,Male,Graduate,STEM,9,10000+,Pvt Ltd,>4,14,1
21892,City_No_114,0.926,,High School,,1,50-99,Pvt Ltd,1,17,0
12662,City_No_138,0.836,Male,Masters,STEM,>20,1000-4999,Pvt Ltd,2,188,0
31277,City_No_103,0.92,Male,Masters,STEM,>20,100-500,Pvt Ltd,1,5,0
9650,City_No_61,0.913,Male,Graduate,STEM,19,50-99,Pvt Ltd,1,86,0
24645,City_No_103,0.92,Male,High School,,2,,,never,57,0
2158,City_No_14,0.698,,Masters,STEM,11,,,2,13,1
32742,City_No_28,0.939,Male,High School,,2,,,never,52,0
5303,City_No_116,0.743,,Masters,STEM,7,50-99,Pvt Ltd,2,4,0
12548,City_No_28,0.939,Male,High School,,2,100-500,Pvt Ltd,1,13,0
23036,City_No_103,0.92,Female,Graduate,STEM,5,<10,Funded Startup,2,103,0
30493,City_No_103,0.92,Male,High School,,9,,,1,59,0
23134,City_No_67,0.855,Male,,,2,,,never,87,0
23198,City_No_103,0.92,Other,Primary School,,2,10/49,,1,103,0
29426,City_No_160,0.92,Male,Masters,STEM,<1,50-99,Pvt Ltd,1,9,0
18295,City_No_143,0.74,Male,Graduate,STEM,17,50-99,Funded Startup,2,54,0
1608,City_No_103,0.92,Other,Graduate,STEM,>20,50-99,Funded Startup,3,70,0
15063,City_No_159,0.843,Male,Graduate,STEM,12,50-99,Pvt Ltd,>4,35,0
15089,City_No_114,0.926,Male,Masters,STEM,>20,500-999,Pvt Ltd,2,57,1
29927,City_No_175,0.7759999999999999,Male,Graduate,STEM,2,,,never,9,1
10824,City_No_21,0.624,Male,Primary School,,<1,,,never,132,0
2507,City_No_16,0.91,Male,Graduate,STEM,>20,500-999,Pvt Ltd,>4,12,0
20260,City_No_65,0.802,Male,Graduate,STEM,7,50-99,Pvt Ltd,never,55,0
25272,City_No_64,0.6659999999999999,Male,,,5,50-99,Pvt Ltd,1,57,0
10976,City_No_104,0.924,,Graduate,STEM,>20,,,>4,12,1
27825,City_No_97,0.925,Male,Graduate,STEM,17,100-500,Pvt Ltd,1,48,0
16229,City_No_160,0.92,Male,Primary School,,3,,,never,138,0
1170,City_No_16,0.91,Male,Graduate,STEM,17,100-500,Pvt Ltd,>4,20,0
24356,City_No_91,0.691,,Graduate,STEM,2,,,,31,0
30651,City_No_103,0.92,Male,Graduate,STEM,15,100-500,Pvt Ltd,3,61,0
9109,City_No_91,0.691,,Graduate,Other,6,10/49,Funded Startup,1,78,0
7473,City_No_100,0.887,Male,Graduate,STEM,5,10/49,Public Sector,1,34,0
27451,City_No_83,0.923,Male,Masters,Humanities,5,50-99,Pvt Ltd,2,80,0
1425,City_No_103,0.92,Male,Graduate,STEM,>20,50-99,Pvt Ltd,>4,24,0
19687,City_No_90,0.698,Male,Masters,STEM,9,50-99,Pvt Ltd,4,50,0
7718,City_No_11,0.55,Male,Masters,STEM,15,100-500,Pvt Ltd,3,9,0
2516,City_No_36,0.893,Male,Masters,STEM,>20,<10,Pvt Ltd,1,46,0
29391,City_No_21,0.624,Male,High School,,1,,,never,28,1
7355,City_No_53,0.74,Male,Graduate,STEM,5,,,1,326,0
29307,City_No_138,0.836,Male,Graduate,STEM,16,100-500,Pvt Ltd,4,39,1
11720,City_No_28,0.939,Male,Masters,STEM,19,5000-9999,Pvt Ltd,>4,22,0
24065,City_No_21,0.624,Male,High School,,2,,,never,17,0
27005,City_No_21,0.624,Male,Graduate,STEM,4,,,1,132,1
5257,City_No_67,0.855,Male,Masters,STEM,>20,1000-4999,Pvt Ltd,2,3,0
18533,City_No_24,0.698,Male,Phd,STEM,19,50-99,Pvt Ltd,1,23,0
32891,City_No_103,0.92,Male,Graduate,STEM,>20,50-99,Pvt Ltd,>4,148,0
9909,City_No_160,0.92,Other,Graduate,Arts,<1,1000-4999,Pvt Ltd,2,112,1
24284,City_No_21,0.624,Male,Graduate,STEM,1,50-99,Pvt Ltd,1,5,1
7686,City_No_21,0.624,Male,Graduate,STEM,3,,,1,270,1
17572,City_No_65,0.802,Male,Graduate,STEM,7,,,never,6,1
23014,City_No_103,0.92,Male,Graduate,STEM,9,10000+,Pvt Ltd,4,28,0
19112,City_No_103,0.92,Female,Graduate,STEM,15,10000+,NGO,>4,51,0
1345,City_No_23,0.899,,Graduate,STEM,10,500-999,Pvt Ltd,2,204,0
20387,City_No_21,0.624,Male,Graduate,STEM,6,,,1,147,0
31928,City_No_16,0.91,Male,Masters,STEM,8,100-500,Pvt Ltd,1,10,0
19587,City_No_11,0.55,,Graduate,STEM,1,50-99,Pvt Ltd,1,116,1
9331,City_No_21,0.624,,Graduate,STEM,4,10000+,Pvt Ltd,1,28,0
612,City_No_103,0.92,Male,High School,,4,,NGO,1,332,1
10835,City_No_21,0.624,,Graduate,STEM,9,1000-4999,Pvt Ltd,1,109,1
22539,City_No_16,0.91,,Graduate,STEM,3,1000-4999,Pvt Ltd,1,54,0
20861,City_No_10,0.895,Other,,,2,,,never,83,0
102,City_No_103,0.92,Male,Masters,STEM,19,100-500,Funded Startup,>4,37,0
2040,City_No_89,0.925,Male,Graduate,STEM,17,50-99,Pvt Ltd,1,8,1
19802,City_No_65,0.802,Male,High School,,12,100-500,Pvt Ltd,1,4,0
32967,City_No_98,0.949,Male,Graduate,STEM,10,,,3,27,0
4267,City_No_67,0.855,Male,High School,,3,,,never,31,0
17136,City_No_103,0.92,Male,Graduate,STEM,18,10000+,Pvt Ltd,>4,28,0
33170,City_No_50,0.8959999999999999,Male,Graduate,STEM,17,50-99,Pvt Ltd,>4,40,0
20986,City_No_136,0.897,,Graduate,STEM,4,,,1,22,0
17284,City_No_21,0.624,Male,Graduate,STEM,4,100-500,Pvt Ltd,2,43,0
28439,City_No_149,0.6890000000000001,Male,Graduate,STEM,7,10/49,NGO,1,194,0
21097,City_No_21,0.624,,Graduate,STEM,6,100-500,Pvt Ltd,1,110,1
6557,City_No_115,0.789,Male,High School,,15,<10,Pvt Ltd,1,6,0
5421,City_No_83,0.923,Male,Primary School,,>20,,,never,216,0
21140,City_No_103,0.92,Male,Masters,STEM,13,50-99,Pvt Ltd,>4,36,0
21889,City_No_114,0.926,Male,,,15,500-999,Pvt Ltd,>4,25,0
24359,City_No_21,0.624,,Graduate,STEM,5,,,1,109,1
3554,City_No_67,0.855,Male,Masters,STEM,>20,100-500,Pvt Ltd,2,28,0
10559,City_No_149,0.6890000000000001,Male,,,3,50-99,Pvt Ltd,1,50,0
20985,City_No_114,0.926,Male,Masters,STEM,16,,,2,13,0
3706,City_No_160,0.92,Male,Graduate,STEM,19,,,1,28,1
17402,City_No_21,0.624,,Graduate,STEM,3,,,,46,1
12158,City_No_9,0.743,,Graduate,Other,9,10/49,Funded Startup,1,79,0
28990,City_No_103,0.92,Male,Graduate,STEM,11,<10,Funded Startup,4,75,0
13045,City_No_36,0.893,Female,High School,,18,500-999,Pvt Ltd,>4,210,0
1039,City_No_83,0.923,Male,Masters,STEM,>20,,,>4,20,0
19080,City_No_50,0.8959999999999999,Male,Graduate,STEM,12,500-999,Funded Startup,2,57,0
4859,City_No_114,0.926,Male,High School,,5,100-500,Pvt Ltd,1,116,0
16194,City_No_103,0.92,Male,Masters,STEM,17,100-500,Pvt Ltd,4,2,1
4936,City_No_100,0.887,Male,Phd,STEM,6,10/49,Pvt Ltd,4,68,0
4152,City_No_67,0.855,,Graduate,STEM,4,500-999,Pvt Ltd,4,152,0
8840,City_No_91,0.691,Male,Graduate,STEM,15,10/49,Pvt Ltd,1,45,1
3701,City_No_103,0.92,Male,Graduate,STEM,>20,10/49,Pvt Ltd,>4,47,0
29448,City_No_158,0.7659999999999999,Male,High School,,1,,,never,83,1
27869,City_No_21,0.624,,Graduate,STEM,4,1000-4999,Pvt Ltd,1,47,1
32675,City_No_16,0.91,Male,Graduate,STEM,>20,10/49,Pvt Ltd,2,158,0
6836,City_No_16,0.91,Female,Masters,STEM,2,,Public Sector,2,50,0
11317,City_No_13,0.8270000000000001,Male,Masters,STEM,>20,50-99,Funded Startup,1,9,0
15517,City_No_103,0.92,Male,Graduate,STEM,>20,1000-4999,Public Sector,>4,26,0
567,City_No_103,0.92,Male,Graduate,STEM,9,50-99,Pvt Ltd,1,126,0
9049,City_No_90,0.698,Male,Graduate,STEM,9,50-99,,never,55,0
5741,City_No_48,0.493,Male,Graduate,STEM,4,,,2,18,0
24983,City_No_16,0.91,,Phd,STEM,7,1000-4999,Public Sector,1,81,0
9400,City_No_128,0.527,Male,Graduate,STEM,17,<10,Pvt Ltd,never,24,0
29813,City_No_103,0.92,Male,Graduate,STEM,>20,500-999,Pvt Ltd,>4,20,0
27221,City_No_165,0.903,Male,Graduate,STEM,>20,10/49,Pvt Ltd,1,35,0
25760,City_No_160,0.92,Male,Graduate,STEM,6,,,1,43,1
28318,City_No_61,0.913,Male,Graduate,STEM,4,<10,Pvt Ltd,2,12,0
24009,City_No_21,0.624,,Masters,STEM,20,10000+,Pvt Ltd,1,27,1
11108,City_No_16,0.91,Male,Graduate,STEM,12,50-99,Pvt Ltd,1,98,0
30628,City_No_16,0.91,Male,Graduate,Humanities,10,10000+,Pvt Ltd,3,29,0
4755,City_No_21,0.624,Male,Graduate,STEM,1,,Pvt Ltd,never,68,1
8310,City_No_83,0.923,,Graduate,STEM,4,100-500,Pvt Ltd,2,122,0
25270,City_No_114,0.926,Male,High School,,4,10000+,Pvt Ltd,never,30,0
8260,City_No_11,0.55,,High School,,2,,,never,94,1
4558,City_No_115,0.789,,High School,,<1,,Pvt Ltd,never,15,0
21299,City_No_103,0.92,Male,Graduate,STEM,12,10000+,Pvt Ltd,2,11,0
6691,City_No_123,0.738,Male,Graduate,STEM,9,,,4,55,1
10536,City_No_16,0.91,Male,Phd,STEM,>20,,,1,49,0
23373,City_No_136,0.897,,Masters,STEM,>20,10000+,Pvt Ltd,>4,20,1
19108,City_No_160,0.92,Male,,,20,100-500,Pvt Ltd,>4,20,0
16187,City_No_103,0.92,Male,Graduate,STEM,>20,50-99,Pvt Ltd,1,44,0
3849,City_No_103,0.92,Female,Masters,STEM,8,50-99,Pvt Ltd,1,16,0
5784,City_No_100,0.887,,Graduate,STEM,17,50-99,,>4,23,1
4740,City_No_70,0.698,Male,Graduate,STEM,3,<10,,1,44,0
31502,City_No_75,0.939,Male,Graduate,,>20,100-500,Pvt Ltd,3,57,0
12015,City_No_136,0.897,Male,Masters,STEM,14,1000-4999,Pvt Ltd,1,15,0
13563,City_No_11,0.55,Male,Masters,STEM,7,10/49,Pvt Ltd,2,45,1
14103,City_No_64,0.6659999999999999,Male,Graduate,STEM,15,100-500,Pvt Ltd,>4,328,0
7165,City_No_21,0.624,,,,3,10/49,Early Stage Startup,1,53,1
12627,City_No_165,0.903,,,,6,,,never,56,1
27792,City_No_103,0.92,Male,Graduate,Other,11,,,>4,74,0
3170,City_No_103,0.92,Male,Graduate,STEM,14,100-500,Pvt Ltd,1,30,0
28327,City_No_65,0.802,Male,Graduate,STEM,8,,,2,17,0
32566,City_No_103,0.92,Male,Graduate,Humanities,13,,,>4,226,0
18797,City_No_71,0.884,,Masters,Humanities,5,50-99,Pvt Ltd,1,32,0
26704,City_No_21,0.624,Male,Graduate,STEM,2,,,never,82,0
19444,City_No_134,0.698,Male,Graduate,STEM,5,,,1,136,1
27388,City_No_21,0.624,Male,Graduate,STEM,7,10000+,Pvt Ltd,1,108,1
28852,City_No_138,0.836,Male,High School,,6,,,never,108,0
30054,City_No_21,0.624,Male,Graduate,STEM,5,,,never,92,0
7855,City_No_65,0.802,,Graduate,STEM,5,500-999,Pvt Ltd,4,66,0
26653,City_No_16,0.91,,Masters,Humanities,<1,50-99,Early Stage Startup,1,6,0
23340,City_No_21,0.624,Female,Graduate,No Major,3,10/49,,1,78,1
16371,City_No_11,0.55,,Masters,STEM,2,<10,,1,36,1
8191,City_No_91,0.691,,Graduate,STEM,3,10/49,Pvt Ltd,1,91,0
15508,City_No_23,0.899,Male,Graduate,STEM,16,1000-4999,Pvt Ltd,never,5,0
31096,City_No_65,0.802,Male,Graduate,STEM,19,<10,Pvt Ltd,3,15,0
5814,City_No_11,0.55,Male,Graduate,STEM,7,50-99,Pvt Ltd,2,18,1
30092,City_No_114,0.926,Male,High School,,18,100-500,Pvt Ltd,2,6,0
23410,City_No_21,0.624,,Graduate,STEM,5,5000-9999,Pvt Ltd,2,4,0
19532,City_No_114,0.926,,Masters,STEM,>20,50-99,Pvt Ltd,4,43,0
18062,City_No_114,0.926,Male,Masters,STEM,>20,100-500,Pvt Ltd,>4,91,0
32859,City_No_71,0.884,,Masters,STEM,2,5000-9999,Pvt Ltd,never,174,1
16968,City_No_103,0.92,Male,Graduate,STEM,7,10000+,Pvt Ltd,1,56,0
15042,City_No_128,0.527,Male,Graduate,No Major,4,10000+,Pvt Ltd,1,39,1
14065,City_No_160,0.92,Male,Graduate,Humanities,2,500-999,Pvt Ltd,2,84,0
4144,City_No_103,0.92,,Masters,STEM,6,<10,,2,15,0
11007,City_No_46,0.762,,Graduate,STEM,9,,,1,54,1
782,City_No_103,0.92,Male,Graduate,STEM,7,<10,NGO,1,27,0
32422,City_No_21,0.624,Male,Graduate,STEM,4,10/49,Early Stage Startup,1,10,0
5317,City_No_23,0.899,Male,Graduate,STEM,9,50-99,Funded Startup,2,52,0
13589,City_No_21,0.624,,Graduate,STEM,9,,,1,13,1
31009,City_No_103,0.92,Male,Graduate,STEM,2,100-500,Pvt Ltd,1,312,0
19630,City_No_136,0.897,Male,Masters,STEM,6,50-99,Pvt Ltd,4,16,0
14465,City_No_114,0.926,Male,High School,,>20,<10,Pvt Ltd,never,12,0
14286,City_No_103,0.92,Male,Masters,STEM,17,<10,Early Stage Startup,1,53,0
17103,City_No_11,0.55,Male,Graduate,STEM,<1,,,1,86,1
9906,City_No_16,0.91,Male,Masters,STEM,>20,1000-4999,Pvt Ltd,3,24,0
22280,City_No_23,0.899,Male,Graduate,STEM,15,500-999,Public Sector,>4,27,0
1164,City_No_103,0.92,Female,Graduate,STEM,3,100-500,Pvt Ltd,1,58,0
18184,City_No_138,0.836,Male,Masters,STEM,12,1000-4999,Pvt Ltd,2,40,0
5808,City_No_165,0.903,Male,Masters,STEM,6,,,1,18,0
32578,City_No_28,0.939,Male,Masters,STEM,5,10/49,Pvt Ltd,1,55,1
26537,City_No_11,0.55,Male,Graduate,STEM,16,<10,Early Stage Startup,2,30,1
28917,City_No_103,0.92,,Graduate,STEM,2,<10,Pvt Ltd,1,57,0
29741,City_No_103,0.92,Male,Graduate,STEM,10,10000+,Pvt Ltd,1,21,0
3968,City_No_103,0.92,Male,Graduate,STEM,6,,Pvt Ltd,never,56,0
17213,City_No_16,0.91,,Graduate,Other,14,50-99,Pvt Ltd,>4,116,1
17987,City_No_16,0.91,Male,Graduate,STEM,7,,,1,45,0
2914,City_No_114,0.926,Male,,,>20,,Pvt Ltd,3,58,0
25444,City_No_40,0.7759999999999999,Male,Masters,STEM,10,100-500,Pvt Ltd,1,22,0
29175,City_No_103,0.92,,Graduate,STEM,>20,100-500,Pvt Ltd,1,12,0
10189,City_No_103,0.92,,Graduate,STEM,8,500-999,Pvt Ltd,2,300,0
23441,City_No_21,0.624,,Graduate,STEM,2,10000+,Pvt Ltd,,43,1
11480,City_No_65,0.802,Male,High School,,8,50-99,,never,12,0
20261,City_No_103,0.92,Male,Masters,Humanities,19,10/49,,3,75,1
1,City_No_103,0.92,Male,High School,,2,,Pvt Ltd,never,150,0
855,City_No_103,0.92,,Graduate,STEM,11,500-999,,2,41,0
25438,City_No_103,0.92,Male,Graduate,STEM,12,1000-4999,Pvt Ltd,>4,67,0
15257,City_No_40,0.7759999999999999,Male,Graduate,STEM,>20,,,4,90,0
30200,City_No_21,0.624,Male,Graduate,STEM,6,10000+,Pvt Ltd,1,13,0
29473,City_No_160,0.92,Male,Graduate,STEM,7,5000-9999,Public Sector,>4,50,0
25722,City_No_16,0.91,Male,Graduate,STEM,>20,50-99,Pvt Ltd,1,72,0
20402,City_No_21,0.624,Male,Graduate,STEM,3,50-99,Funded Startup,2,58,1
31681,City_No_13,0.8270000000000001,Male,Graduate,STEM,4,,,1,78,0
32507,City_No_103,0.92,Other,Graduate,STEM,12,50-99,Pvt Ltd,1,206,0
15153,City_No_159,0.843,Male,Masters,STEM,8,10000+,Pvt Ltd,1,14,0
4769,City_No_103,0.92,Male,Graduate,STEM,3,50-99,Funded Startup,1,118,0
24071,City_No_80,0.847,Male,High School,,2,,,1,7,0
29780,City_No_103,0.92,Female,Graduate,Other,17,1000-4999,Pvt Ltd,2,46,0
18227,City_No_100,0.887,,Masters,Business Degree,<1,,,1,150,1
31146,City_No_10,0.895,Male,Graduate,STEM,3,10/49,Pvt Ltd,never,33,0
32667,City_No_136,0.897,Male,Graduate,Arts,14,,,2,24,0
22615,City_No_21,0.624,,Graduate,STEM,<1,<10,NGO,1,10,0
531,City_No_103,0.92,Male,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,80,0
7024,City_No_16,0.91,Male,Graduate,STEM,6,,,never,14,0
3874,City_No_160,0.92,Male,High School,,2,<10,Pvt Ltd,1,20,0
33260,City_No_21,0.624,Female,Graduate,STEM,6,10/49,Pvt Ltd,1,48,1
23437,City_No_21,0.624,,Masters,STEM,7,50-99,Pvt Ltd,2,108,1
7565,City_No_73,0.754,Male,Graduate,STEM,8,,,>4,44,1
22257,City_No_103,0.92,Male,Masters,STEM,11,100-500,Pvt Ltd,1,6,0
26211,City_No_103,0.92,Male,Graduate,STEM,6,500-999,Pvt Ltd,2,23,1
11624,City_No_16,0.91,Male,Primary School,,2,,,never,12,0
27360,City_No_103,0.92,Male,Graduate,STEM,>20,10000+,Pvt Ltd,>4,14,0
14214,City_No_103,0.92,Male,Graduate,STEM,18,10000+,Pvt Ltd,2,12,0
22054,City_No_160,0.92,Male,Graduate,STEM,5,,,1,31,1
29245,City_No_102,0.804,Male,Graduate,Humanities,,,,1,91,1
27876,City_No_16,0.91,Male,Graduate,STEM,18,,,1,70,0
988,City_No_16,0.91,Male,Masters,STEM,11,10000+,Pvt Ltd,2,78,0
24078,City_No_80,0.847,,Graduate,STEM,13,50-99,,2,104,0
26074,City_No_73,0.754,Male,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,57,0
5224,City_No_143,0.74,Male,Graduate,STEM,>20,,,1,12,0
32271,City_No_145,0.555,Male,Graduate,STEM,2,50-99,Pvt Ltd,1,145,0
5924,City_No_31,0.807,Male,Graduate,STEM,>20,,,1,37,0
27103,City_No_16,0.91,Male,Graduate,Arts,12,10000+,Pvt Ltd,4,59,0
32028,City_No_103,0.92,Male,Graduate,STEM,>20,,Public Sector,>4,62,1
10280,City_No_67,0.855,Female,Phd,STEM,14,1000-4999,Public Sector,2,140,0
21911,City_No_114,0.926,,Graduate,STEM,5,10/49,Pvt Ltd,4,83,0
13488,City_No_138,0.836,Male,Graduate,STEM,11,1000-4999,Pvt Ltd,1,96,0
7113,City_No_102,0.804,Male,Graduate,STEM,>20,50-99,Pvt Ltd,1,37,0
12150,City_No_120,0.78,Male,Graduate,STEM,16,50-99,Pvt Ltd,>4,28,1
2180,City_No_21,0.624,Male,Graduate,STEM,2,50-99,Pvt Ltd,1,50,0
27196,City_No_103,0.92,Male,Graduate,STEM,7,10/49,Pvt Ltd,4,37,1
4497,City_No_21,0.624,Male,Graduate,STEM,2,,,never,31,1
11019,City_No_28,0.939,Male,Phd,STEM,>20,1000-4999,Public Sector,>4,161,0
9798,City_No_16,0.91,Male,Masters,STEM,18,,,>4,55,0
24011,City_No_102,0.804,Male,Graduate,STEM,7,,,1,65,1
1430,City_No_103,0.92,Male,Graduate,STEM,3,50-99,Public Sector,1,224,0
25748,City_No_23,0.899,Male,Masters,STEM,>20,500-999,Pvt Ltd,>4,45,0
19616,City_No_100,0.887,Male,Graduate,STEM,6,,,>4,51,1
32743,City_No_116,0.743,Male,High School,,2,,,never,54,0
10864,City_No_16,0.91,Male,Graduate,STEM,9,500-999,Pvt Ltd,1,51,0
4809,City_No_71,0.884,Male,Graduate,STEM,9,10000+,Pvt Ltd,4,20,0
9303,City_No_16,0.91,Male,Graduate,STEM,13,10/49,Pvt Ltd,>4,70,0
2185,City_No_114,0.926,Male,Masters,STEM,18,100-500,Pvt Ltd,2,12,0
26447,City_No_21,0.624,Male,Graduate,STEM,7,100-500,Pvt Ltd,1,48,1
18329,City_No_160,0.92,Male,Graduate,STEM,4,,,1,42,1
14366,City_No_75,0.939,Male,Masters,STEM,13,50-99,Pvt Ltd,1,54,0
5937,City_No_173,0.878,Male,Graduate,STEM,8,100-500,Pvt Ltd,2,90,0
39,City_No_16,0.91,,Masters,Other,10,100-500,Pvt Ltd,1,43,0
33005,City_No_21,0.624,,Masters,STEM,9,500-999,Pvt Ltd,1,326,0
12898,City_No_160,0.92,Male,Graduate,Humanities,9,,,1,72,0
19331,City_No_102,0.804,Male,High School,,13,<10,Pvt Ltd,2,32,0
6918,City_No_109,0.701,Female,Graduate,STEM,>20,,Pvt Ltd,1,18,0
24876,City_No_74,0.579,Male,Masters,STEM,4,500-999,Pvt Ltd,1,64,0
33335,City_No_99,0.915,Male,High School,,14,1000-4999,Pvt Ltd,1,6,1
16890,City_No_21,0.624,Male,Graduate,STEM,2,,,2,112,1
15237,City_No_103,0.92,,Graduate,STEM,4,,,1,36,1
30004,City_No_160,0.92,Male,Graduate,STEM,11,<10,Pvt Ltd,1,72,0
9944,City_No_103,0.92,Male,Graduate,Humanities,16,50-99,Pvt Ltd,3,28,0
919,City_No_27,0.848,Male,Graduate,STEM,8,,Pvt Ltd,never,56,1
17078,City_No_136,0.897,Male,,,7,,,2,52,0
6662,City_No_115,0.789,Male,Graduate,STEM,19,50-99,Public Sector,2,80,0
21375,City_No_21,0.624,Female,Graduate,STEM,8,,,never,53,1
26598,City_No_160,0.92,Male,Graduate,STEM,19,100-500,NGO,1,50,0
24971,City_No_76,0.698,,Masters,STEM,10,50-99,Pvt Ltd,1,28,1
9768,City_No_103,0.92,Male,Graduate,STEM,>20,,,>4,165,1
25197,City_No_36,0.893,Male,High School,,15,50-99,Pvt Ltd,1,25,0
21630,City_No_21,0.624,Male,Graduate,STEM,2,10/49,Early Stage Startup,1,33,1
8109,City_No_114,0.926,Male,Graduate,STEM,11,10000+,Public Sector,1,114,0
29082,City_No_114,0.926,Male,High School,,7,500-999,Pvt Ltd,1,33,0
20639,City_No_114,0.926,Male,Masters,STEM,11,50-99,Pvt Ltd,>4,136,0
33209,City_No_128,0.527,Male,Graduate,STEM,2,100-500,NGO,1,10,1
26806,City_No_103,0.92,Male,Masters,STEM,>20,,,2,66,0
28665,City_No_114,0.926,Male,Graduate,STEM,6,50-99,Pvt Ltd,2,44,0
20961,City_No_103,0.92,Male,Graduate,STEM,5,50-99,Pvt Ltd,2,35,0
19597,City_No_21,0.624,Male,Graduate,STEM,7,100-500,Pvt Ltd,4,67,1
3000,City_No_16,0.91,Male,Graduate,Arts,3,<10,Funded Startup,1,18,0
22926,City_No_16,0.91,Male,,,9,50-99,Pvt Ltd,1,52,0
15379,City_No_138,0.836,,Masters,STEM,>20,500-999,Pvt Ltd,>4,29,0
28576,City_No_83,0.923,Male,Masters,Humanities,3,10000+,Pvt Ltd,1,20,0
4211,City_No_103,0.92,Female,Graduate,STEM,>20,1000-4999,Public Sector,1,48,0
31260,City_No_8,0.698,Female,Masters,STEM,4,,,1,72,0
12076,City_No_114,0.926,Male,Graduate,STEM,11,<10,Pvt Ltd,>4,23,0
26565,City_No_102,0.804,Male,Masters,STEM,13,100-500,Pvt Ltd,1,21,0
400,City_No_103,0.92,Male,Graduate,STEM,15,,,>4,23,0
5100,City_No_103,0.92,Male,Masters,STEM,14,50-99,Early Stage Startup,2,26,0
15233,City_No_41,0.8270000000000001,Male,Graduate,Arts,4,,,1,111,1
20631,City_No_21,0.624,,Masters,STEM,1,5000-9999,Pvt Ltd,1,26,1
18874,City_No_57,0.866,Male,Graduate,STEM,6,100-500,,1,144,0
14634,City_No_11,0.55,,Masters,STEM,10,50-99,Pvt Ltd,>4,23,0
19424,City_No_100,0.887,Male,Graduate,STEM,>20,1000-4999,Public Sector,>4,22,0
21436,City_No_50,0.8959999999999999,Female,Graduate,STEM,10,10/49,Funded Startup,1,328,0
30248,City_No_103,0.92,Male,Masters,STEM,16,100-500,Pvt Ltd,>4,105,0
2989,City_No_160,0.92,Male,Masters,STEM,15,100-500,Pvt Ltd,1,19,0
1550,City_No_103,0.92,Male,Masters,STEM,5,,,1,55,1
8526,City_No_74,0.579,,Graduate,STEM,7,50-99,Early Stage Startup,1,43,0
19384,City_No_21,0.624,,Masters,STEM,3,100-500,Pvt Ltd,3,74,0
12767,City_No_136,0.897,,Graduate,STEM,18,100-500,Pvt Ltd,4,81,0
15609,City_No_65,0.802,Male,Graduate,STEM,12,10000+,Pvt Ltd,>4,34,0
15543,City_No_114,0.926,Male,High School,,16,<10,Pvt Ltd,4,56,0
27712,City_No_103,0.92,Male,Graduate,STEM,9,1000-4999,Pvt Ltd,2,71,1
9244,City_No_21,0.624,,Graduate,STEM,10,1000-4999,Pvt Ltd,never,113,1
10317,City_No_75,0.939,Male,Graduate,STEM,13,500-999,Pvt Ltd,1,17,0
3927,City_No_16,0.91,Male,Masters,Business Degree,>20,10000+,Pvt Ltd,2,48,0
1134,City_No_103,0.92,,Graduate,STEM,12,10000+,Pvt Ltd,3,23,0
6785,City_No_158,0.7659999999999999,Male,Graduate,STEM,4,500-999,Pvt Ltd,1,56,0
6528,City_No_21,0.624,Male,Graduate,STEM,18,10000+,Pvt Ltd,>4,102,0
15496,City_No_23,0.899,,Graduate,STEM,>20,100-500,Funded Startup,>4,26,0
27246,City_No_21,0.624,Male,Graduate,STEM,<1,,Pvt Ltd,never,106,0
16439,City_No_21,0.624,Male,Graduate,STEM,2,100-500,NGO,1,19,1
1335,City_No_103,0.92,,Graduate,STEM,6,10000+,Pvt Ltd,4,17,0
5900,City_No_21,0.624,Male,Graduate,STEM,9,50-99,Pvt Ltd,>4,80,0
16953,City_No_114,0.926,Male,Graduate,STEM,3,500-999,Pvt Ltd,1,62,0
6533,City_No_21,0.624,Male,Graduate,STEM,4,1000-4999,Pvt Ltd,1,52,0
18625,City_No_114,0.926,,Graduate,STEM,>20,50-99,Pvt Ltd,2,61,0
7428,City_No_138,0.836,Male,Graduate,STEM,6,,,1,32,1
3840,City_No_16,0.91,Other,Graduate,STEM,4,,,2,62,1
20324,City_No_21,0.624,,,,4,,,,18,1
19658,City_No_83,0.923,Male,Phd,STEM,9,10/49,Pvt Ltd,1,12,0
6595,City_No_21,0.624,Male,Graduate,STEM,6,50-99,Pvt Ltd,3,60,0
28150,City_No_114,0.926,Female,Graduate,STEM,15,50-99,Pvt Ltd,3,34,0
27609,City_No_104,0.924,,Graduate,Other,5,50-99,Pvt Ltd,1,55,0
16757,City_No_103,0.92,Male,Graduate,STEM,>20,,,1,26,1
5586,City_No_160,0.92,Male,Graduate,STEM,3,,Pvt Ltd,never,18,1
33219,City_No_103,0.92,,Graduate,Business Degree,6,10/49,Pvt Ltd,2,48,0
22129,City_No_46,0.762,,Graduate,STEM,10,10/49,Pvt Ltd,>4,55,0
17276,City_No_103,0.92,,,,9,,,never,14,0
9409,City_No_84,0.698,Other,Graduate,STEM,4,50-99,Pvt Ltd,3,50,0
31945,City_No_100,0.887,Male,High School,,19,10/49,Pvt Ltd,>4,3,0
11427,City_No_103,0.92,Female,Graduate,STEM,5,,,1,119,0
22192,City_No_103,0.92,Male,Graduate,STEM,10,,,1,39,1
